header,author,publish_date,category,summary,text
Not adding up? Why children's financial education should start early,Indrabati Lahiri,"26/10/2024,7:20 GMT+2",Economy,"Euronews Business looks at why children's financial education should begin early on in primary school, what financial lessons would benefit them the most, and how schools and governments can help implement this.","We live in a costly world and it's important that children learn how to manage it from an early age. Primary school is a good place to start. Starting early can help prepare children to learn healthy ways to manage their finances. Through the process, children can learn about everything within the financial world, including debt, mortgages, pensions and budgets. According to the Money and Pensions Service (MaPS), an arm's-length body of the UK Government: ""Financial education is any activity that helps children develop the knowledge, skills and attitudes they need to manage money well, make informed financial decisions and achieve their goals. ""It can cover a wide range of topics, responding to the needs of children, from recognising notes and coins, basic budget management and saving, to understanding the difference between needs and wants, the link between money and work and keeping money safe."" In recent years, it has become clearer that at least a basic level of financial education needs to be included in school syllabuses, preferably as early as possible. Herminone McKee, chief financial officer (CFO) at SumUp, told Euronews: ""As we look ahead to the next generation of young business leaders and entrepreneurs entering the workforce, it becomes increasingly evident that instilling financial literacy at a young age is a key component to success. ""Despite the digital fluency that characterises 'Gen Z', studies indicate a concerning lack of financial literacy. Schools and parents alike should take care to take advantage of this new tech savvy generation to find innovative teaching methods and new means of technology that resonate with them. ""Because financial literacy is not just about understanding interest rates or how to manage your taxes, it is the foundation for which solid business decisions are made. Something as simple as teaching the value of pocket money in primary schools for example, could be a prerequisite for making sound future investments or putting down a deposit for a house or a flat."" Michael König, academic director of the Strategic Management for Executives Program at Vienna’s WU Executive Academy, told Euronews: ""It should be as natural as swimming that children, from an early age onwards, get acquainted with some foundations of personal finance. Ideally, in primary school. ""What are interest rates? What does inflation mean? What is the time value of money? How does one turn money into wealth, and what are the risks attached to this?"" Professor Carmela Aprea, director of the Mannheim Institute for Financial Education (MIFE), said: ""Financial education could start in primary schools, but in a playful and low-pressure way. For example, children can reflect on their wishes, why something is important to them, and how they could achieve it. They can also look at what their parents do for a living and how and why they spent their money on different things. ""However, I think the most important thing that primary schools can do is equip children with basic skills in numeracy and literacy. These are the most important prerequisites for further learning and everything else in later life, including financial literacy. It should also be kept in mind that parents are the most important socialisation agents in childhood, and that important lessons regarding financial behaviour are learned by them."" Erica Sandberg, consumer finance expert at BadCredit.org, said: ""It is never too young to start teaching children about money! In the primary school years, you would start by just talking about the price of things they like, such as art supplies or swimming lessons, and what a sale is. ""Drop it into normal conversation. It's also a great time to explain to children why people go to work, which is to make sure they and their families are safe and secure."" Lucy Wayman, the maths consultant and school communications lead for 21C, a British company that has developed an AI-driven platform for students to learn maths and help teachers teach it, said children are beginning to form attitudes towards money from a very young age, even when in primary school. ""At 21C we understand that these perceptions will develop into a lifelong view of finances that will affect every aspect of their daily lives. ""It is crucial that, in this fast-evolving digital world, we equip children to develop sound financial awareness. Digital financial crime is rife, and growing. As a provider of digital technology, we also have a moral imperative to play our part in building children’s resilience towards financial risks. ""Having a robust understanding of mathematics is crucial to financial literacy. Being confident at estimating, calculating and comparing, mentally and at speed, reduces vulnerability to being scammed, and it develops a sound basis for interacting confidently in areas of finance. ""Without this, they leave themselves vulnerable to deception, and unable to make informed decisions about their own finances. By weaving realistic scenarios into school maths teaching, 21C ensures that children will not only learn subject matter to pass exams, but develop the practical skills needed for financial decision-making,"" she said. Although teaching kids some financial knowledge in primary school is important, it's also essential to keep these lessons age-appropriate, to ensure that children engage with the concepts as much as possible. Aaron Cirksena, founder and CEO of MDRN Capital, said: ""Kids need to know the basics. They should learn what money is and where it comes from, pretty much like the ABCs of finance. We can introduce simple budgeting concepts so they understand how to divide their allowance into needs, wants, and savings. ""Saving is an essential concept, even setting aside a small amount from their allowance can help. It's all about giving them the tools to navigate their financial future."" Sandberg said: ""Instilling a positive attitude toward money is extremely important at this age. Never be judgmental or in any way ominous. You really want children to believe they will have control over their financial decisions, from earning money to saving and spending it."" Erika Kullberg, founder of personal finance website Erika.com, said: ""It's so important to make sure your kids have a very strong understanding of how credit works before they enter the real world. At 18, they can qualify for a credit card, but it likely will have a very high interest rate and they can get into a lot of financial trouble if they aren’t crystal clear on how to use credit responsibly."" Joe DiSanto, founder and chief executive officer (CEO) at personal finance website Play Louder, believes in a more hands-on approach with his son, instead of leaving it entirely to the school to install healthy financial habits. He said: ""I'm teaching my son, who is in primary school, more about understanding the connection between hard work and earning rewards. He has to do certain chores as a member of the family, but we also offer him the opportunity to earn some money by doing extra chores - ones that he might find particularly unpleasant or less fun. He doesn't get an allowance for his regular chores, but he can make money that he can spend as he chooses by opting to do the extra chores. ""Beyond that, I talk to him about making good or bad choices when spending money and explain that there's an alternative to just earning and spending money. The alternative is investing, where money can turn into more money. ""I've introduced the stock market and investing to him in a simple way, and I've given him the option to invest his money if he wants. This has shown him that he doesn’t have to spend all of his money - he can invest it and potentially grow it. ""In middle school, though, I could see introducing concepts like how to manage earned money, deciding what's worth spending on, the difference between discretionary and required spending, and getting them attuned to these ideas. ""After middle school, in high school, we could start discussing investing more seriously and teaching that it's not just about working for money - we want to put our money to work for us, be entrepreneurial, and not just trade time for money."" König said: ""The perception of risk is really important. In a playful way, children should learn to understand what it means to spend, save or invest their pocket money. In our schools' curricula, we still shy away from such 'financial matters'. This, however, increases the vulnerability of the next generation: Without understanding basic finance, people easily fall prey to Ponzi schemes."" Incentives to save for both parents and children, such as easier access to children's savings accounts, are also important. Other ways schools and governments can help is by adapting financial education to the current generation, through platforms, apps and gamification, such as 21C's Pocket Maths. McKee said: ""There are now so many apps on the market that support financial education for a range of ages, from those that are already used in schools from primary to secondary, to those that can be encouraged for use at home to gamify savings or budgeting, or even planning pocket money.” Cirksena said: ""They can start by incorporating financial literacy into subjects like math, social studies, or life skills classes. It's also important to train teachers so they feel comfortable and equipped to teach these concepts. Maybe partnering with banks and financial organizations can provide resources and fun workshops. “They might also use interactive tools/apps to make learning about money feel like a fun game. If governments can make financial literacy a mandatory part of the curriculum, children can easily learns these essential skills much earlier in life.” Professor Aprea added: ""Schools and governments should invest in good materials and, above all, in good teacher education. And they should include parents in their financial education strategies, as they are so important for child development. Sometimes it also works the other way round. ""When children reflect on finances at school, for example, they also talk about it at the family dinner table and then parents suddenly become more interested in the topic. In any case, it is important to have a broader, systemic perspective not only on children but also on their whole living environment."" Kullberg noted: ""Most of us didn't learn anything about how to create a budget, how credit cards and loans work, or how taxes work. If schools start teaching students these lessons before they enter the adult world, they are giving them a major leg up. Don't be afraid to contact local politicians to advocate for financial education in your local schools."" Although financial education has definitely been included a lot more in school curriculums in the last few years, there are still a number of implementation challenges to overcome before widespread adoption is likely. Aprea said: ""One challenge is that it is time-consuming and costly to develop good financial education materials and to invest in teacher education. Secondly, financial education competes with many other subjects and skills that are equally important, such as health education or sustainability education. ""Here it is important that we find creative ways to connect those issues, because they have one thing in common: Ultimately, they all revolve around the question of what constitutes a good life and by what means this can be achieved. ""Another challenge is to address all relevant parts of the population, as some groups are not so easy to reach. And, finally, money is not a topic to talk about in many countries and it is often associated with shame, especially when people do not have much money. This is also a major challenge for implementation."" Meanwhile, Cirksena noted: ""One big challenge is the lack of a standardised curriculum; if schools are teaching financial literacy differently, there might be a disconnect. Teacher preparedness is also a concern - if they're not comfortable teaching these concepts, it can lead to gaps in what kids learn. ""In regard to socioeconomics, kids from lower-income families might have different experiences with money, making it harder to create lessons that resonate.Parents also play a role if they aren’t reinforcing these lessons at home."" Sandberg added, meanwhile, that on a macro level, change is slow. ""As a teacher, I wouldn't wait for personal finance to be mandated. If you have discretion about which books you read to children during story time, elect those that address money in a fun way."""
French lawmakers vote in favour of new tax on wealth of billionaires,Eleanor Butler,"25/10/2024,17:17 GMT+217:58",Economy,"A majority of lawmakers supported the proposition from the far-left LFI party, despite warnings from the incumbent government.","French lawmakers on Friday voted in favour of a new levy that would tax assets above the €1 billion threshold at 2%. It would apply to anyone who is a tax resident in France or who has assets in France. The amendment, proposed by the far-left LFI party (France Unbowed), comes as France’s National Assembly debates next year’s state budget. A draft proposal created by the incumbent government is debated and amended, before being sent to France’s Senate for another review. The acceptance of the wealth tax comes despite opposition from the ruling Renaissance party, as well as from the National Rally party. Speaking in the National Assembly on Friday, LFI lawmaker Aurelien Le Coq argued: ""In this budget, we are asking for efforts from almost everyone on almost everything, but there is one thing that we aren’t touching.” He added: “There is not a single measure in this budget that decides to tap into the wealth of the richest people.” Le Coq suggested that when simply considering the 10 biggest fortunes in France, the tax would bring in no less than €13bn for the state. Laurent Saint-Martin, Minister Delegate for the Budget and Public Accounts in the incumbent government, criticised the amendment, arguing that it is “the best way to scare off those who can invest in our country”. Friday’s vote comes despite failed efforts in France to reimplement the ISF, a wealth tax in France that was replaced with another levy - the IFI - in 2018. The IFI only relates to real estate assets, meaning that it is not as far-reaching. The newly proposed wealth tax also comes at a time when the French state is greatly in need of extra revenue. France's public deficit hit 5.5% of the country’s GDP last year, massively exceeding forecasts and violating the EU's target of 3%. At the end of last month, new budget minister Laurent Saint-Martin revealed that this year's figure could overshoot 6%. Experts believe that despite Friday’s vote, the suggested wealth tax is unlikely to survive scrutiny from the Senate."
Inside IBM’s first European quantum data centre | Euronews Tech Talks,Alice Carnevali,"09/10/2024,14:56 GMT+215:46",Euronews Tech Talks,"IBM has opened its first European quantum data centre in Ehningen, in the south of Germany. What is it? And how will it impact the lives of European citizens? Euronews Tech Talks travelled to Germany to discover it.","Ehningen, in southern Germany, looks like any other small European town. Located less than 30 km from Stuttgart, it has a library, a church, and a couple of restaurants, and its streets are filled with children playing football. No one would expect that a few kilometres from the residential area lies an industrial hub, home to one of the most groundbreaking technological revolutions: the first International Business Machines Corporation (IBM) quantum computing data centre in Europe. On October 1st, the US company officially launched its first quantum data centre in Europe – and only its second one worldwide – in Ehningen. German Chancellor Olaf Scholz, along with CEOs, experts, and journalists, attended the ceremony for what was presented as a groundbreaking step towards the future of technology. Quantum computers are extremely powerful computers that are expected to revolutionise our future. While regular computers use bits that can be either 0 or 1, quantum computers use qubits. Qubits can be both 1 and 0 at the same time, which means they can explore many possible outcomes all at once. Specifically, the Ehningen data centre has two Eagle processors, each with 127 qubits. But soon, IBM will be adding a third processor called Heron that will boost the centre’s performance. Heron has 156 qubits and it’s the most powerful quantum chip the company has made so far. “Heron was a completely new technology that we had to develop and that required completely different controls,” Jay Gambetta, vice president of IBM Quantum and IBM Fellow, told Euronews Tech Talks. The Heron processors are 16 times more powerful and can run up to 25 times faster, all while reducing error rates. “The hardest question that we need to answer as a community is how do we write algorithms?” Gambetta explained when asked about the purpose of the IBM data centre. This function will be highly beneficial to IBM's 250 partners, which include Credit Mutuelle, Bosch, and Eon. Ana Paula de Jesus Assis, chair and general manager of IBM Europe, Middle East, and Africa, told Euronews Tech Talks that these companies will resort to the IBM data centre and quantum computing to face practical challenges including how to improve risk management in insurance policies for housing, or how to make cars more performative and reduce emissions. IBM’s decision to establish its data centre in Ehningen does not come as a surprise. The German town is already home to an IBM campus and a quantum computer, and Baden-Württemberg, the region it is located in, is an industrial hub with a remarkable economic weight in Germany’s GDP. In 2023, Baden-Württemberg was Germany's largest exporter and in 2022, it held the distinction of being the German region with the highest investment in research and development. “It's an area that comprises a lot of companies in key industries that we believe are going to benefit from quantum computing like industrial plants, chemicals, materials, sciences,” Ana Paula de Jesus Assis said. On top of this, she highlighted that the EU is at the forefront of the quantum computing race. “When we look at the entire ecosystem of quantum, we expect that by 2025, there will be more than €1 billion of investment in Europe in this area,” she said. But how will European citizens practically benefit from the creation of this centre? Tune in to the podcast to find out the answer."
What's the best strategy to stay young based on astronaut research | Euronews Tech Talks,Marta Rodriguez Martinez,"25/09/2024,15:59 GMT+216:01",Euronews Tech Talks,Have you ever wondered what the most effective strategy is to stop accelerated ageing in astronauts and whether it could work on Earth? Tune into this episode of Euronews Tech Talks to find out.,"Travelling to space has been found to alter different parts of the human body, so what's the most effective strategy for combatting accelerated ageing in space? Astronauts offer a model for studying this and can provide insights into how these processes work and how to counter them. NASA carried out a 2016 experiment with identical twins Scott and Mark Kelly to highlight some of these effects. Scott spent nearly a year at the International Space Station (ISS), while Mark stayed on Earth, allowing scientists to compare their bodies. Before the mission, their telomeres, which protect the ends of chromosomes, were similar. Surprisingly, Scott’s telomeres were longer than his brother’s during spaceflight. He joked about coming back younger, but upon his return, his telomeres shortened rapidly, leaving him with shorter telomeres than before. In addition to these telomere changes, Scott also experienced muscle loss, bone density reduction, and vision problems – all symptoms linked to ageing on Earth. Microgravity and radiation are two factors that contribute to accelerated ageing in space. ""Microgravity impacts our body because it's designed to operate under Earth's gravity,"" says Christiane Hahn, a project scientist at the European Space Agency (ESA). ""Without this constant stimulus, our physiology is deeply affected"". Radiation is also damaging, she adds: ""Our DNA is sensitive to radiation. If DNA changes, cell function changes, impacting our entire physiology"". So how do astronauts counter these forces? Research shows that exercise is the only proven strategy. In 2016, the ESA conducted a bedrest study to test whether vitamins, antioxidants, and supplements could prevent muscle and bone loss. They found that the cocktail didn’t help much. Astronauts work out two hours a day to combat, for example, the 1–2 per cent monthly bone density loss in microgravity. ""It mimics ageing on Earth,"" says Hahn. ""After age 30, people lose about 3–8 per cent muscle mass each decade, and bone density declines after age 50"". The European Space Agency is preparing to launch its first reusable space vehicle, the Space Rider, an autonomous lab that can stay in orbit for up to three months. Set to revolutionise drug discovery in space, it will be Europe’s first lab of its kind, allowing companies to test experiments in microgravity. It holds particular promise for orphan drugs, medicines for rare diseases, by significantly cutting costs related to development, manufacturing, and testing. ""The microgravity environment is ideal for developing potential cures and new medicines,"" says an ESA representative. ""Space Rider accelerates the research cycle, allowing for faster testing and adjustments""."
How the first astronaut with a disability is preparing to travel into space | Euronews Tech Talks,"Marta Rodriguez Martinez
                                            & Jeremy Wilks","16/09/2024,8:00 GMT+2",Euronews Tech Talks,"In this episode, we will explore how space exploration affects the human body and how scientific research is fundamental to advancing medicine here on Earth.","John McFall is the subject matter expert for a European Space Agency study aimed at fully integrating an astronaut with a physical disability into a long-duration mission to the International Space Station. He is also the first world's astronaut candidate with a physical disability. In 2000, John McFall’s life took a sharp turn when he lost his leg in a motorcycle accident. But for McFall, a British athlete, surgeon, and now astronaut, the loss became a catalyst for a remarkable journey that would take him from elite sports to the frontiers of space exploration. In 2008, he won a bronze medal in the 100 metres at the Beijing Paralympic Games and his ambitions didn’t stop there. In 2022, the European Space Agency (ESA) selected him as the first astronaut with a disability. His groundbreaking role as part of the ESA’s Fly! Feasibility Study represents a significant step forward in making space exploration more inclusive. McFall’s work focuses on determining what is required for astronauts with physical disabilities, like his lower limb amputation, to participate in long-duration space missions. “Like many kids, I dreamed of astronauts in big white suits floating in space,” McFall said. Now, he’s helping make that dream a reality - not just for himself, but for others with disabilities. As the Subject Matter Expert for the Fly! Study, McFall’s expertise is invaluable in exploring how someone with a prosthetic limb can thrive in the challenging environment of space. The study has already uncovered significant challenges. Current spacecraft hardware is not designed with disabilities in mind, which means existing safety and emergency protocols must be adapted. However, McFall is optimistic that future technological innovations will lead to more inclusive space travel. “We’re looking into new socket technologies that could be more robust and easier to use,” McFall said, expressing hope that such advancements will not only benefit astronauts but improve prosthetics for people on Earth as well. McFall awaits the day when astronauts with disabilities will routinely travel into space. For him, the success of the Fly! Study will be realised when “someone with a disability returns from space"". And he’s excited about the possibility of being that person. McFall’s work builds on decades of space medicine research that has explored how space affects the human body. The earliest tests began in the late 1940s when the US and Soviet Union sent animals, like mice, monkeys, and fruit flies, into space to study how biological systems reacted to space conditions. In 1961, Yuri Gagarin became the first human to orbit the Earth, providing critical data on how microgravity impacts the human body. Later missions, including the 1969 Apollo moon landing, revealed key insights into how reduced gravity affects muscle atrophy, bone density loss, and cardiovascular health. These findings have directly contributed to medical advancements on Earth, particularly in the treatment of osteoporosis, muscle-wasting diseases, and heart conditions. The establishment of the International Space Station (ISS) in 2000 marked a new chapter in space medicine. The ISS allows astronauts to live in space for up to a year, providing scientists with an unparalleled opportunity to study the long-term effects of microgravity. One critical discovery is that microgravity causes significant changes in blood flow, heart function, and fluid distribution. These changes make astronauts’ hearts more spherical and reduce their ability to pump blood efficiently once they return to Earth. One of the most notable studies conducted on the ISS was the Kelly brothers’ Twin Study. In this study, astronaut Scott Kelly spent a year in space while his twin brother Mark remained on Earth. Researchers observed changes in Scott’s body, including an unexpected lengthening of his telomeres – protective caps on chromosomes that typically shorten with age and stress. Most of Scott’s changes reversed upon returning to Earth, but some, particularly in gene expression and vision, lasted longer. As space agencies continue to push the boundaries of human space exploration, studies like these, and McFall’s work, offer valuable insights into how the human body works also on Earth."
,,,,,
"'We will do our best to accelerate our European path,' Serbia's Vučić says",Euronews                      with AP,"25/10/2024,18:44 GMT+2",Europe News,"European Commission President Ursula von der Leyen visited Belgrade as part of her Balkan tour, where she reaffirmed Europe's commitment to Serbia's progress toward EU membership.","European Commission President Ursula von der Leyen met with Serbian President Aleksandar Vučić in Belgrade on Friday to discuss Serbia's path toward the European Union. “Europe remains strongly committed to the European future of Serbia,” von der Leyen said after meeting with Vučić. ""In times of conflicts and wars and turmoil, being a member of the European Union is a promise of peace and prosperity, and it is a promise that we can deliver together,"" she added. The Commission President was in Serbia as part of a trip this week to aspiring EU member states in the Western Balkans, aiming to reassure them that EU enlargement remains a priority for the 27-nation bloc. Earlier on Friday she visited Bosnia where she promised support for the troubled Balkan nation as it struggles with reform needed to advance toward membership in the European Union. The Western Balkans countries — Albania, Bosnia, Kosovo, Montenegro, North Macedonia and Serbia — are at different stages in their applications for EU membership. The countries have expressed frustration over the slow pace of the process; however, Russia's invasion of Ukraine in February 2022 has prompted European leaders to encourage the six nations to join the bloc. Last year EU officials offered a €6 billion growth plan to the Western Balkan countries in an effort to double the region’s economy over the next decade and accelerate their efforts to join the bloc. That aid is contingent on reforms that would bring their economies in line with EU rules. Vučić on Friday said Serbia would ""give our best"" to ""accelerate"" its path to joining the EU. Serbia became an EU candidate country in 2012. The Commission on Wednesday approved the reform agendas of Albania, Kosovo, Montenegro, North Macedonia and Serbia following a green light from EU member states. It was a key step to allow payments under the growth plan upon completion of agreed reform steps."
'We're being held hostage': French cognac industry angry over EU-China trade war,Sophia Khatsenkova,"25/10/2024,17:00 GMT+2",Europe News,French brandy is at the heart of a commercial dispute between Beijing and Brussels over Chinese electric vehicles (EVs).,"The wine-growing town of Cognac, in southwestern France, is at the epicentre of a trade war between China and the EU. Since mid-October, Beijing has imposed temporary anti-dumping measures for imports of European brandy. This comes after the EU Commission said it wants to impose heavy tariffs on electric vehicles coming from China. Anxiety and frustration against the French government are brewing among the makers of the eponymous cognac. ""We're being held hostage in a dispute between the EU and China over electric vehicles, and cognac has nothing to do with it,"" said Florent Morillon, head of the National Interprofessional Cognac Association (BNIC). ""We're being completely sacrificed. But we can still salvage the situation. We're calling on our government to find solutions and get closer to China to see what discussions can be held,"" he told Euronews. ""China is our biggest market in terms of value and our second biggest in terms of volume."" Although some countries from the EU bloc voted against slapping taxes on Chinese EVs such as Germany, France voted for the measure, angering the cognac industry. Customs duties to China are set to rise by 35% as a deposit for the time being. France is expected to be the country most affected by this decision, with China importing as much as 99% of the spirit last year –  about €1 billion in revenue. In addition to bad weather and harvest this year, the economic downturn after the COVID-19 pandemic and Russia's war in Ukraine, cognac makers fear this decision could threaten the future of their profession, which represents 70,000 jobs. “Adding the subject of Chinese taxes, which would cause us to lose our second-largest market, would have catastrophic consequences for all operators, winegrowers, merchants and the entire industry around us,"" said Anthony Brun, chairman of the General Union of Cognac Winegrowers, UGVC. ""Our consumers are cost-conscious. This tax leads to a price increase of almost 50% in our second-largest market. We know that we're going to disappear from China and thus bury the cognac industry for good,"" he said in an interview with Euronews. European brandies such as armagnac, Italian grappa and all other grape-based spirits will also be taxed by China."
,,,,,
Prosecutors seek new sentence for Erik and Lyle Menendez in 1989 double murder of their parents,"Andrew Naughtie
                  with AP","25/10/2024,17:54 GMT+2",USA,"A Netflix true crime drama has revived interest in the three-decade-old case, with supporters of the convicted brothers arguing the defence would be heard differently today.","Prosecutors have recommended that Erik and Lyle Menendez be resentenced for the 1989 killings of their parents, offering the brothers a hope of freedom after 34 years behind bars. Los Angeles County District Attorney George Gascón announced during a Thursday news conference that his office would recommend the brothers receive a new sentence of 50 years to life. Because they were under 26 years old at the time of the crimes, they would be eligible for parole immediately, he said. Their resentencing will need to be approved by a judge, and the California parole board would have to sign off on the brothers' release. ""I came to a place where I believe, under the law, resentencing is appropriate,"" Gascón said. He conceded that some members of his office oppose the decision. Prosecutors filed the petition on Thursday, and a hearing before a judge could potentially come within the next month. The Menendez brothers were sentenced in 1996 to life in prison without the possibility of parole. Lyle Menendez, then 21, and Erik Menendez, then 18, admitted they fatally shot their entertainment executive father, Jose, and their mother, Kitty. The brothers said they feared their parents were about to kill them to stop people from finding out that Jose Menendez had sexually abused his son Erik for years. The brothers' extended family has pleaded for their release, saying they deserve to be free after decades behind bars. Several family members have said that in a climate more attuned to the impact of sexual abuse, the brothers would not have been convicted of first-degree murder or sentenced to life. Mark Geragos, an attorney for the brothers, would not confirm to reporters whether he had spoken to Lyle and Erik, but said he believes they have heard about the district attorney's decision. Geragos said a ""reentry plan"" has already been drafted to help the brothers re-acclimatised to everyday life if they are released. Anamaria Baralt, Jose Menendez's niece, said the district attorney's ""brave and necessary"" decision means ""Lyle and Erik can finally begin to heal from the trauma of their past."" However, not all Menendez family members support resentencing. Attorneys for Milton Andersen, the 90-year-old brother of Kitty Menendez, filed a legal brief asking the court to keep the brothers' original punishment. ""They shot their mother, Kitty, reloading to ensure her death,"" Andersen's attorneys said in a statement on Thursday. ""The evidence remains overwhelmingly clear: the jury's verdict was just, and the punishment fits the heinous crime."" Though Kitty Menendez was not accused of abusing her sons, she appears to have facilitated the abuse, according to her sons' legal filings. One cousin testified during the brothers' first trial that Lyle told her he was too scared to sleep in his room because his father would come in and touch his genitals. When the cousin told Kitty Menendez, she ""angrily dragged Lyle upstairs by his arm,"" the petition said. Another family member testified that when Jose Menendez was in the bedroom with one of the boys, no one was allowed to walk down the hallway outside. The Menendez brothers were tried twice for their parents' murders, with the first trial ending in a hung jury. Prosecutors in the original trial said that there was no evidence of molestation, and many of the sexual abuse claims were not admitted as evidence in the second trial. The district attorney's office also said at the time that the brothers were motivated to kill in order to inherit their parents' multimillion-dollar estate. The Menendez case has drawn massive public attention in recent weeks thanks to Netflix's true-crime drama ""Monsters: The Lyle and Erik Menendez Story"". Roy Rossello, a former member of the Latin pop group Menudo, also recently came forward to claim he had been drugged and raped by Jose Menendez, the boys' father, when he was a teenager in the 1980s. Menudo was signed under RCA Records, which Jose Menendez headed at the time. Rossello spoke about his abuse in the 2023 Peacock docuseries ""Menendez + Menudo: Boys Betrayed."" His allegations are part of the evidence listed in the petition filed last year by the Menendez brothers' attorney in which he seeks a review of their case."
,,,,,
Italian Jannik Sinner wins biggest tennis match payout in Saudi Arabia,"Daniel Bellamy
                  with AP","20/10/2024,11:52 GMT+2",Sport,Italian Jannik Sinner has pocketed 5.5 million euros after beating Spain's Carlos Alcaraz for the championship in the Six Kings Slam.,"Jannik Sinner beat Carlos Alcaraz 6-7 (5), 6-3, 6-3 for the championship on Saturday after Novak Djokovic topped Rafael Nadal 6-2, 7-6 (5) in the third-place match. Sinner gained the biggest payout ever in tennis history for the match - 5.5 million euros. While Sinner and Alcaraz probably have plenty of future matchups in store, Djokovic and Nadal may have been playing for the final time in one of tennis’ great rivalries. Djokovic won the match between rivals who have combined for 46 Grand Slam singles titles. Nadal, who won 22 Slam titles, is planning to retire after playing for Spain next month in the Davis Cup. They shared a warm embrace at the net after Djokovic's victory. He also beat Nadal in the Olympics and had a 31-29 lead in their head-to-head. “The last dance was an epic one,” Djokovic wrote on social media. “And of course emotional. I’ll cherish our rivalry forever. Tennis will miss you.” Sinner then emerged with a victory over Alcaraz in a matchup between the winners of all four major titles this season. The top-ranked Sinner, who had lost all three meetings this season, collected 5.5 million euros for the win. “Until now, every match was very, very good, but we will always hope this rivalry will last as long as possible,” Sinner said. Alcaraz beat the Italian on 2 October to win the China Open in Beijing, along with semi-final victories at the French Open and Indian Wells. The Spaniard has a 6-4 lead in their head-to-head on Tour. “I will try to do my best every day ... to hopefully make this rivalry better and better over the years,” Alcaraz said. Alcaraz defeated Nadal and Sinner topped Djokovic in the previous round of the exhibition event, which awards money rather than ATP ranking points in Saudi Arabia’s latest foray into tennis. After holding many major international competitions critics allege that Saudi Arabia is guilty of ""sportswashing,"" which refers to countries' attempts to gain positive global news coverage to improve their reputations. In recent years, Saudi Arabia has enacted wide-ranging social reforms, including granting women the right to drive and largely dismantling male guardianship laws that had allowed husbands and male relatives to control many aspects of women’s lives. Men and women are still required to dress modestly, but the rules have been loosened and the once-feared religious police have been sidelined. Gender segregation in public places has also been eased, with men and women attending movie screenings, concerts and even raves — something unthinkable just a few years ago. Still, same-sex relations are punishable by death or flogging, though prosecutions are rare. Authorities ban all forms of LGBTQ+ advocacy, even confiscating rainbow-coloured toys and clothing. So far this year more than 200 people have been executed in Saudi Arabia, according to Human Rights Watch. Thanks at least in part to social media, women in Saudi Arabia, and elsewhere in the Arab world, are aware of the gap between their lives and those of women in less restrictive societies. But Saudi women who seek to carve out some freedom for themselves have been punished. Even as the government has enacted top-down reforms, it has severely cracked down on any form of political dissent, arresting women’s rights activists and other critics and sentencing them to long prison terms and travel bans, sometimes on the basis of a few tweets. Saudi Crown Prince Mohammed bin Salman has worked to get himself out of international isolation since the 2018 killing of Washington Post columnist Jamal Khashoggi. He also clearly wants to diversify Saudi Arabia’s economy and reduce its reliance on oil. What is not clear is how much any particular sports deal might influence the kingdom’s approaches to women’s and LGBTQ+ rights."
Abu Dhabi Judo Grand Slam 2024: Heavyweights take centre stage,IJF,"13/10/2024,21:41 GMT+221:42",Sport,"France, Germany, and the Netherlands all took home gold on the third day of the competition, with host country UAE finishing 4th in the overall standings.","The final day of this year's Abu Dhabi Grand Slam saw the heavyweights take centre stage. The action took place inside the Mubadala Arena. At -90 kg, Mansur LORSANOV produced an enormous hip throw to launch his opponent onto his back and claim the title. Naser AL TAMIMI, IJF General Treasurer awarded the gold medal. Anna Monta OLEK continued her amazing form at -78kg. A sharp O-uchi-gari downed her opponent in the final, scoring a waza–ari and she controlled the fight thereafter to expertly take her first Grand Slam gold medal. As the fight ended, exhaustion soon gave way to delight for the German. Obaid AL ANZI, IJF Vice President, awarded the medals. The final of the -100 kg category saw Michael KORREL claim gold with an expertly executed Ashi-Guruma. The Dutchman was thrilled to claim his sixth Grand Slam Gold! Siteny RANDRIANASOLONIAIKO, IJF Vice President, was present to award the gold. Coralie HAYME romped her way to the top spot of the podium at +78 kg. She swiftly pounced on a mistake from her opponent to secure the pin and take gold. IJF Vice President, Carlos ZEGARRA was on hand to award the medals. At +100 kg Valerii ENDOVITSKII threw and held former world medalist Ushangi Kokauri, to earn himself the title in the heaviest men’s category. Haruki UEMURA, IJF EC Member & Kodokan President, gave the medals. A successful home event for the UAE where they finished an impressive 4th in the medal table standings. That’s all from Abu Dhabi."
,,,,,
